model_type,AUC_occ,RMSE,MAE,MedianAE,RMSLE,Spearman,BR_rate_down,BR_rate_up,BR_sev_down,BR_sev_up
EP_NB_OLS,0.9149167733674776,15.195326403471013,4.686595125813683,1.7482940231613746,1.0248058301661742,0.7134611692278077,0.003968253968253968,0.25396825396825395,0.8310445662538949,0.6760578680422787
EP_NB_QR,0.9149167733674776,15.742557883986182,3.9008368076102213,0.15401178787683292,1.0140292357405571,0.6221348743779569,0.015873015873015872,0.25,0.9679861877991477,0.34965167494063043
