model_type,AUC_occ,RMSE,MAE,MedianAE,RMSLE,Spearman,BR_rate_down,BR_rate_up,BR_sev_down,BR_sev_up
M1_SAR_2PART,0.6526248399487836,15.334308661366377,5.218735251327499,2.34871565839218,1.203314197432488,0.25234753200560894,0,0.4365079365079365,0.8512715155824604,0.7583632149369494
